"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Female","Loyal Customer",35,"Personal Travel","Eco",909,"1","4","1","5","3","1","3","3","3","3","3","3","1","3",70,NA,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business travel","Business",2682,"5","5","5","5","5","4","5","5","5","5","4","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",36,"Business travel","Eco",311,"2","2","2","2","2","2","2","2","3","1","2","1","3","2",0,0,"satisfied"
"Female","Loyal Customer",56,"Business travel","Eco",817,"4","4","3","3","2","4","1","4","4","4","4","5","4","5",43,41,"satisfied"
"Male","Loyal Customer",55,"Business travel","Business",237,"2","2","2","2","4","5","4","4","4","4","4","4","4","3",3,1,"satisfied"
"Male","Loyal Customer",48,"Business travel","Eco",874,"4","5","5","5","4","4","4","4","2","3","3","1","2","4",0,0,"satisfied"
"Female","Loyal Customer",9,"Business travel","Business",1608,"4","4","4","4","5","5","5","5","1","1","1","2","5","5",0,0,"satisfied"
"Female","Loyal Customer",29,"Personal Travel","Eco",89,"4","4","4","1","2","4","2","2","5","2","4","3","5","2",29,24,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Personal Travel","Eco",896,"4","1","4","3","2","2","3","1","1","4","1","4","1","1",21,38,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business travel","Business",1697,"3","3","3","3","4","4","5","2","2","2","2","3","2","3",0,0,"satisfied"
"Female","Loyal Customer",52,"Business travel","Eco Plus",363,"2","2","2","2","5","3","4","2","2","2","2","2","2","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Personal Travel","Eco",1204,"4","4","5","4","4","5","4","4","1","4","4","2","3","4",53,33,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco",488,"3","0","3","3","3","3","1","3","4","5","3","3","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Business travel","Business",563,"2","2","2","2","4","4","4","4","5","3","5","2","2","4",0,7,"satisfied"
"Female","Loyal Customer",22,"Business travel","Eco",842,"4","2","2","2","4","4","3","4","2","5","2","3","3","4",0,0,"satisfied"
"Male","Loyal Customer",65,"Business travel","Business",200,"1","2","2","2","2","3","4","2","2","2","1","1","2","2",42,34,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business travel","Business",3089,"2","2","2","2","4","5","5","4","4","4","4","4","4","5",0,0,"satisfied"
"Male","Loyal Customer",52,"Business travel","Eco",1597,"5","1","5","1","5","5","5","5","5","3","4","3","5","5",0,0,"satisfied"
"Female","Loyal Customer",42,"Personal Travel","Eco",749,"4","5","4","2","4","5","2","4","4","4","5","3","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business travel","Business",912,"1","1","1","1","5","5","4","4","4","4","4","3","4","3",0,0,"satisfied"
"Male","Loyal Customer",51,"Business travel","Business",1565,"3","1","3","3","2","4","4","2","2","2","2","3","2","3",22,39,"satisfied"
"Male","disloyal Customer",35,"Business travel","Eco",1342,"1","1","1","4","1","1","1","1","3","5","3","3","4","1",69,67,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business travel","Business",986,"3","2","2","2","2","4","4","3","3","3","3","2","3","1",3,18,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Business travel","Eco Plus",2537,"4","5","4","5","4","4","5","4","2","1","4","1","2","4",0,0,"satisfied"
"Female","disloyal Customer",36,"Business travel","Eco",262,"1","2","1","2","1","1","1","1","2","1","2","4","3","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",13,"Personal Travel","Eco",599,"3","0","3","1","3","3","3","3","3","5","4","5","5","3",8,14,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Business travel","Eco",690,"1","0","0","3","3","1","3","3","4","5","3","4","2","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business travel","Business",3239,"2","2","2","2","2","5","5","4","4","4","4","3","4","3",37,34,"satisfied"
"Male","Loyal Customer",47,"Business travel","Eco Plus",147,"3","4","4","4","3","3","3","1","2","3","4","3","3","3",184,176,"neutral or dissatisfied"
"Male","disloyal Customer",22,"Business travel","Eco",239,"3","2","3","4","2","3","2","2","3","5","3","4","3","2",3,5,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Business",3380,"1","1","1","1","5","5","5","5","3","4","5","4","5","5",2,3,"satisfied"
"Male","Loyal Customer",25,"Personal Travel","Eco Plus",347,"1","4","2","3","5","2","5","5","4","4","5","3","5","5",62,57,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Business travel","Business",1805,"2","3","3","3","2","2","2","2","3","1","3","3","4","2",8,0,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business travel","Business",2615,"3","3","3","3","5","5","5","5","4","5","5","5","3","5",0,3,"satisfied"
"Male","disloyal Customer",27,"Business travel","Business",1290,"5","5","5","3","3","5","2","3","5","4","5","5","5","3",3,0,"satisfied"
"Female","Loyal Customer",43,"Business travel","Business",2125,"2","2","3","2","5","4","4","4","4","4","4","4","4","4",0,22,"satisfied"
"Male","Loyal Customer",10,"Personal Travel","Eco Plus",1139,"1","4","1","3","3","1","5","3","5","4","3","3","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Business",3248,"1","1","1","1","5","5","5","5","3","2","5","4","4","5",0,0,"satisfied"
"Female","Loyal Customer",42,"Business travel","Business",3994,"3","3","3","3","2","5","5","5","5","5","5","3","5","5",0,0,"satisfied"
"Female","Loyal Customer",52,"Business travel","Eco Plus",968,"1","2","2","2","4","2","1","1","1","1","1","1","1","3",17,23,"neutral or dissatisfied"
"Male","disloyal Customer",29,"Business travel","Business",1376,"4","4","4","1","3","4","3","3","3","4","4","5","4","3",0,0,"satisfied"
"Female","Loyal Customer",57,"Personal Travel","Eco",594,"1","3","1","3","2","1","2","5","5","1","5","3","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business travel","Business",3403,"3","3","3","3","2","5","4","5","5","5","5","5","5","4",0,0,"satisfied"
"Male","disloyal Customer",36,"Business travel","Business",928,"2","2","2","5","1","2","3","1","5","3","5","5","4","1",12,9,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business travel","Business",1416,"4","4","4","4","1","3","4","4","4","4","4","2","4","1",2,0,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Business",1312,"5","3","5","2","5","5","5","5","5","2","3","5","5","5",0,0,"satisfied"
"Female","Loyal Customer",36,"Business travel","Business",3042,"1","1","1","1","2","5","4","5","5","5","5","4","5","3",9,3,"satisfied"
"Female","Loyal Customer",50,"Business travel","Business",3804,"5","5","5","5","3","4","4","5","5","5","5","5","5","3",0,0,"satisfied"
"Male","Loyal Customer",47,"Business travel","Business",1734,"0","4","0","3","2","5","4","5","5","5","5","3","5","4",0,1,"satisfied"
"Male","Loyal Customer",19,"Personal Travel","Eco",868,"4","3","4","4","5","4","5","5","5","5","1","5","5","5",0,15,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",2156,"4","4","4","4","3","4","4","4","4","4","4","5","4","5",4,5,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",2007,"3","3","3","3","2","5","5","2","2","2","2","4","2","5",0,0,"satisfied"
"Female","disloyal Customer",22,"Business travel","Business",760,"4","0","4","3","4","4","4","4","4","3","4","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",20,"Personal Travel","Eco",399,"2","4","2","2","2","2","2","2","4","2","5","4","4","2",0,10,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business travel","Business",3747,"2","3","3","3","1","4","3","3","3","3","2","4","3","1",58,67,"neutral or dissatisfied"
"Female","Loyal Customer",23,"Business travel","Business",3264,"3","2","2","2","3","3","3","3","4","4","4","1","3","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",34,"Business travel","Business",631,"1","1","1","5","2","1","2","2","5","4","4","3","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Business travel","Business",3416,"3","3","3","3","3","4","4","5","5","5","5","4","5","3",0,0,"satisfied"
"Female","Loyal Customer",24,"Business travel","Business",2190,"4","4","4","4","5","5","5","5","4","4","4","5","5","5",0,0,"satisfied"
"Female","disloyal Customer",25,"Business travel","Eco",1009,"1","2","2","4","2","2","5","2","4","2","4","3","3","2",0,13,"neutral or dissatisfied"
"Female","Loyal Customer",11,"Business travel","Business",2869,"1","4","4","4","1","1","1","1","4","5","4","1","3","1",2,17,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Personal Travel","Eco",964,"2","4","2","1","1","2","1","1","4","4","5","4","5","1",18,8,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Personal Travel","Eco",733,"2","2","2","4","2","2","2","2","3","4","3","2","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business travel","Business",370,"5","4","4","4","1","3","3","5","5","4","5","2","5","4",10,13,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Business travel","Business",372,"0","0","0","4","5","0","2","5","5","5","5","4","4","5",7,0,"satisfied"
"Male","Loyal Customer",38,"Personal Travel","Eco Plus",102,"1","5","1","1","4","1","1","4","3","2","3","5","4","4",0,8,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Personal Travel","Eco",515,"5","5","5","3","5","5","4","5","4","3","4","5","4","5",0,0,"satisfied"
"Male","Loyal Customer",19,"Personal Travel","Eco",1120,"1","4","1","5","2","1","3","2","4","4","5","4","5","2",9,9,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business travel","Business",3836,"5","5","5","5","4","5","4","5","5","5","5","5","5","3",0,0,"satisfied"
"Male","Loyal Customer",19,"Personal Travel","Eco",967,"3","4","3","4","4","3","2","4","3","2","5","4","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Business travel","Business",1444,"4","4","4","4","5","5","5","5","2","4","5","5","5","5",194,231,"satisfied"
"Female","Loyal Customer",38,"Business travel","Business",2259,"3","4","3","3","4","5","4","5","5","5","5","5","5","5",0,0,"satisfied"
"Female","Loyal Customer",59,"Personal Travel","Eco",1024,"4","5","4","3","1","5","5","3","3","4","5","2","3","2",0,0,"satisfied"
"Male","Loyal Customer",65,"Personal Travel","Eco",562,"3","4","3","4","2","3","2","2","5","5","4","5","5","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",45,"Business travel","Eco",589,"3","0","3","3","4","3","2","4","3","5","3","2","5","4",19,9,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business travel","Business",2486,"3","3","1","3","5","5","4","4","4","4","4","3","4","5",0,0,"satisfied"
"Female","Loyal Customer",24,"Personal Travel","Eco",265,"4","3","0","4","1","0","1","1","1","2","3","3","3","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",30,"Business travel","Business",3646,"2","4","5","4","2","2","2","2","3","1","3","1","4","2",19,64,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Business",3263,"1","1","1","1","5","4","4","4","4","4","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",43,"Personal Travel","Eco",1235,"1","5","1","2","3","5","2","1","1","1","1","4","1","2",0,1,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Personal Travel","Eco",594,"3","2","3","3","5","3","3","2","2","3","1","1","2","3",67,50,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Personal Travel","Eco",888,"4","4","3","2","1","3","4","3","3","3","3","5","3","4",3,5,"satisfied"
"Female","Loyal Customer",27,"Business travel","Business",2434,"2","4","4","4","2","2","2","2","2","2","4","3","4","2",0,14,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Personal Travel","Eco",416,"1","5","2","1","2","2","2","2","1","2","2","5","2","2",4,3,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Business travel","Eco",502,"3","4","4","4","4","4","4","4","4","5","4","5","5","4",20,32,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Business",1363,"1","5","3","5","1","1","1","1","3","4","3","2","4","1",39,44,"neutral or dissatisfied"
"Female","Loyal Customer",9,"Personal Travel","Eco Plus",522,"5","4","5","2","2","5","2","2","3","4","4","4","4","2",0,0,"satisfied"
"Female","Loyal Customer",25,"Business travel","Eco",507,"3","3","3","3","3","3","2","3","3","5","4","1","3","3",73,63,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",3491,"3","3","5","3","4","5","4","5","5","5","5","4","5","4",6,0,"satisfied"
"Female","Loyal Customer",68,"Personal Travel","Eco",1535,"3","1","3","3","1","2","3","2","2","3","2","1","2","1",0,13,"neutral or dissatisfied"
"Female","disloyal Customer",41,"Business travel","Business",280,"3","3","3","4","4","3","4","4","1","3","4","1","3","4",9,17,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Personal Travel","Eco Plus",571,"3","5","3","3","2","3","2","2","4","4","4","4","5","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",236,"4","4","3","4","3","4","4","4","4","4","4","3","4","5",0,0,"satisfied"
"Male","Loyal Customer",48,"Business travel","Eco",964,"4","2","2","2","4","4","4","4","5","2","5","2","4","4",8,0,"satisfied"
"Female","Loyal Customer",43,"Business travel","Business",3761,"2","4","4","4","5","4","3","2","2","2","2","3","2","1",0,3,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",2330,"2","2","5","2","2","4","4","4","4","4","4","4","4","3",0,0,"satisfied"
"Female","disloyal Customer",20,"Business travel","Business",335,"5","2","5","4","3","5","3","3","4","3","5","3","5","3",6,0,"satisfied"
"Male","Loyal Customer",43,"Business travel","Eco Plus",719,"3","4","4","4","3","3","3","3","3","5","3","4","3","3",1,0,"neutral or dissatisfied"
"Male","disloyal Customer",36,"Business travel","Eco",156,"3","0","3","4","1","3","1","1","1","3","3","4","5","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",2125,"2","2","2","2","3","4","4","4","4","4","4","3","4","4",0,0,"satisfied"
"Male","Loyal Customer",53,"Business travel","Business",2700,"3","3","2","3","3","4","5","4","4","4","4","5","4","4",44,35,"satisfied"
"Male","Loyal Customer",64,"Personal Travel","Eco",669,"2","4","2","4","5","2","1","5","5","3","5","4","5","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",12,"Personal Travel","Eco",588,"1","4","1","2","2","1","2","2","5","4","4","3","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Personal Travel","Eco",1444,"0","0","0","2","5","5","5","3","3","0","3","5","3","4",13,2,"satisfied"
"Male","Loyal Customer",7,"Personal Travel","Eco",190,"4","5","4","3","5","4","5","5","3","3","4","4","5","5",58,50,"neutral or dissatisfied"
"Male","Loyal Customer",12,"Personal Travel","Eco",169,"3","5","3","4","3","3","3","3","5","4","4","5","4","3",0,5,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Eco",1027,"5","5","5","2","4","5","4","4","4","1","1","3","4","4",22,19,"satisfied"
"Female","Loyal Customer",27,"Business travel","Eco",1190,"5","1","1","1","5","5","5","5","1","1","5","5","5","5",203,171,"satisfied"
"Female","Loyal Customer",48,"Business travel","Business",3524,"3","3","3","3","2","5","4","3","3","4","3","5","3","4",0,0,"satisfied"
"Male","Loyal Customer",47,"Business travel","Business",308,"3","3","3","3","3","4","4","4","4","4","4","4","4","3",0,0,"satisfied"
"Female","Loyal Customer",51,"Personal Travel","Eco",481,"3","3","3","4","1","1","1","2","2","3","2","4","2","3",33,64,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business travel","Business",320,"4","4","4","4","5","1","2","5","5","5","5","4","5","4",0,2,"satisfied"
"Male","Loyal Customer",39,"Business travel","Eco",214,"3","3","3","3","3","3","3","3","2","3","3","4","3","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Personal Travel","Eco",611,"2","1","3","3","4","3","4","4","4","1","2","4","2","4",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",37,"Business travel","Business",163,"3","3","3","4","3","3","3","4","2","4","4","3","4","3",136,146,"neutral or dissatisfied"
"Female","Loyal Customer",63,"Personal Travel","Eco",896,"3","5","3","2","3","3","1","1","1","3","1","3","1","1",7,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business travel","Business",200,"2","2","2","2","1","1","2","4","4","4","3","2","4","3",26,23,"satisfied"
"Male","Loyal Customer",35,"Business travel","Business",1627,"0","5","0","5","3","5","5","3","3","3","3","1","3","5",0,0,"satisfied"
"Female","disloyal Customer",27,"Business travel","Eco Plus",226,"0","0","0","3","1","0","1","1","3","1","1","5","3","1",0,0,"satisfied"
"Female","Loyal Customer",37,"Business travel","Business",2699,"3","3","3","3","2","5","4","5","5","5","5","3","5","5",0,1,"satisfied"
"Female","Loyal Customer",47,"Business travel","Business",2454,"3","3","3","3","4","5","5","2","2","2","2","3","2","3",0,0,"satisfied"
"Female","disloyal Customer",23,"Business travel","Eco",280,"4","2","4","2","3","4","3","3","2","1","2","1","1","3",16,13,"neutral or dissatisfied"
"Male","disloyal Customer",21,"Business travel","Eco",585,"3","3","3","2","2","3","2","2","3","2","1","5","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Business travel","Business",2304,"4","4","4","4","5","5","5","5","5","4","3","2","3","5",0,0,"satisfied"
"Male","Loyal Customer",54,"Personal Travel","Eco",183,"2","5","2","2","1","2","4","1","4","4","3","5","3","1",0,0,"neutral or dissatisfied"
